Phage,Host,Spot #,# Plaques,Plaques per ml,EOP
22-5,15-4,0,0,0,0.00000000
22-6,15-4,0,0,0,0.00000000
22-7,15-4,1,6,1998,0.10909091
22-8,15-4,0,0,0,0.00000000
22-9,15-4,0,0,0,0.00000000
22-10,15-4,1,6,1998,0.02666667
22-11,15-4,1,5,1665,0.05000000
28-1,15-4,2,5,8325,0.41666667
28-2,15-4,2,5,8325,1.66666667
28-3,15-4,1,12,3996,0.20000000
28-4,15-4,2,8,13320,1.14285714
28-5,15-4,1,17,5661,0.02720000
28-6,15-4,1,8,2664,0.06400000
28-7,15-4,1,12,3996,0.02400000
28-8,15-4,1,10,3330,0.00888889
28-9,15-4,1,14,4662,0.23333333
28-10,15-4,2,8,13320,0.05333333
28-11,15-4,1,14,4662,0.11200000
A,15-5,0,0,0,0.00000000
8-1,15-5,0,0,0,0.00000000
8-2,15-5,0,0,0,0.00000000
8-3,15-5,0,0,0,0.00000000
8-4,15-5,0,0,0,0.00000000
8-5,15-5,0,0,0,0.00000000
8-6,15-5,0,0,0,0.00000000
8-7,15-5,0,0,0,0.00000000
8-8,15-5,0,0,0,0.00000000
8-9,15-5,0,0,0,0.00000000
8-10,15-5,0,0,0,0.00000000
8-11,15-5,0,0,0,0.00000000
15-1,15-5,0,0,0,0.00000000
15-2,15-5,0,0,0,0.00000000
15-3,15-5,0,0,0,0.00000000
15-4,15-5,0,0,0,0.00000000
15-5,15-5,0,0,0,0.00000000
15-6,15-5,0,0,0,0.00000000
15-7,15-5,0,0,0,0.00000000
15-8,15-5,0,0,0,0.00000000
15-9,15-5,0,0,0,0.00000000
15-10,15-5,0,0,0,0.00000000
15-11,15-5,1,1,333,0.25000000
22-1,15-5,1,6,1998,0.04000000
22-2,15-5,0,0,0,0.00000000
22-3,15-5,1,9,2997,0.09000000
22-4,15-5,0,0,0,0.00000000
22-5,15-5,0,0,0,0.00000000
22-6,15-5,0,0,0,0.00000000
22-7,15-5,0,0,0,0.00000000
22-8,15-5,0,0,0,0.00000000
22-9,15-5,0,0,0,0.00000000
22-10,15-5,0,0,0,0.00000000
22-11,15-5,1,3,999,0.03000000
28-1,15-5,0,0,0,0.00000000
28-2,15-5,0,0,0,0.00000000
28-3,15-5,0,0,0,0.00000000
28-4,15-5,0,0,0,0.00000000
28-5,15-5,0,0,0,0.00000000
28-6,15-5,0,0,0,0.00000000
28-7,15-5,0,0,0,0.00000000
28-8,15-5,0,0,0,0.00000000
28-9,15-5,0,0,0,0.00000000
28-10,15-5,0,0,0,0.00000000
28-11,15-5,0,0,0,0.00000000
A,15-6,0,0,0,0.00000000
8-1,15-6,0,0,0,0.00000000
8-2,15-6,0,0,0,0.00000000
8-3,15-6,0,0,0,0.00000000
8-4,15-6,0,0,0,0.00000000
8-5,15-6,0,0,0,0.00000000
8-6,15-6,0,0,0,0.00000000
8-7,15-6,0,0,0,0.00000000
8-8,15-6,0,0,0,0.00000000
8-9,15-6,0,0,0,0.00000000
8-10,15-6,0,0,0,0.00000000
8-11,15-6,0,0,0,0.00000000
15-1,15-6,0,0,0,0.00000000
15-2,15-6,0,0,0,0.00000000
15-3,15-6,0,0,0,0.00000000
15-4,15-6,1,6,1998,0.30000000
15-5,15-6,1,1,333,0.16666667
15-6,15-6,1,3,999,0.07500000
15-7,15-6,1,1,333,0.00666667
15-8,15-6,0,0,0,0.00000000
15-9,15-6,1,2,666,0.00160000
15-10,15-6,0,0,0,0.00000000
15-11,15-6,0,0,0,0.00000000
22-1,15-6,2,6,9990,0.20000000
22-2,15-6,0,0,0,0.00000000
22-3,15-6,2,8,13320,0.40000000
22-4,15-6,2,5,8325,0.20000000
22-5,15-6,0,0,0,0.00000000
22-6,15-6,1,4,1332,0.02666667
22-7,15-6,2,5,8325,0.45454545
22-8,15-6,0,0,0,0.00000000
22-9,15-6,0,0,0,0.00000000
22-10,15-6,3,6,49950,0.66666667
22-11,15-6,4,3,124875,3.75000000
28-1,15-6,2,5,8325,0.41666667
28-2,15-6,1,15,4995,1.00000000
28-3,15-6,2,7,11655,0.58333333
28-4,15-6,2,7,11655,1.00000000
28-5,15-6,2,5,8325,0.04000000
28-6,15-6,2,9,14985,0.36000000
28-7,15-6,2,2,3330,0.02000000
28-8,15-6,1,19,6327,0.01688889
28-9,15-6,1,10,3330,0.16666667
28-10,15-6,2,5,8325,0.03333333
28-11,15-6,1,10,3330,0.08000000
A,15-7,0,0,0,0.00000000
8-1,15-7,0,0,0,0.00000000
8-2,15-7,0,0,0,0.00000000
8-3,15-7,0,0,0,0.00000000
8-4,15-7,0,0,0,0.00000000
8-5,15-7,0,0,0,0.00000000
8-6,15-7,0,0,0,0.00000000
8-7,15-7,0,0,0,0.00000000
8-8,15-7,0,0,0,0.00000000
8-9,15-7,0,0,0,0.00000000
8-10,15-7,0,0,0,0.00000000
8-11,15-7,0,0,0,0.00000000
15-1,15-7,0,0,0,0.00000000
15-2,15-7,0,0,0,0.00000000
15-3,15-7,0,0,0,0.00000000
15-4,15-7,0,0,0,0.00000000
15-5,15-7,0,0,0,0.00000000
15-6,15-7,0,0,0,0.00000000
15-7,15-7,0,0,0,0.00000000
15-8,15-7,0,0,0,0.00000000
15-9,15-7,1,2,666,0.00160000
15-10,15-7,0,0,0,0.00000000
15-11,15-7,1,2,666,0.50000000
22-1,15-7,3,8,66600,1.33333333
22-2,15-7,0,0,0,0.00000000
22-3,15-7,2,9,14985,0.45000000
22-4,15-7,2,8,13320,0.32000000
22-5,15-7,1,4,1332,0.11428571
22-6,15-7,1,7,2331,0.04666667
22-7,15-7,2,5,8325,0.45454545
22-8,15-7,0,0,0,0.00000000
22-9,15-7,1,5,1665,0.00333333
22-10,15-7,2,6,9990,0.13333333
22-11,15-7,2,5,8325,0.25000000
28-1,15-7,2,6,9990,0.50000000
28-2,15-7,3,6,49950,10.00000000
28-3,15-7,2,10,16650,0.83333333
28-4,15-7,3,5,41625,3.57142857
28-5,15-7,2,5,8325,0.04000000
28-6,15-7,2,9,14985,0.36000000
28-7,15-7,3,8,66600,0.40000000
28-8,15-7,2,6,9990,0.02666667
28-9,15-7,2,5,8325,0.41666667
28-10,15-7,2,6,9990,0.04000000
28-11,15-7,1,15,4995,0.12000000
A,15-8,0,0,0,0.00000000
8-1,15-8,0,0,0,0.00000000
8-2,15-8,0,0,0,0.00000000
8-3,15-8,0,0,0,0.00000000
8-4,15-8,0,0,0,0.00000000
8-5,15-8,0,0,0,0.00000000
8-6,15-8,0,0,0,0.00000000
8-7,15-8,0,0,0,0.00000000
8-8,15-8,0,0,0,0.00000000
8-9,15-8,0,0,0,0.00000000
8-10,15-8,0,0,0,0.00000000
8-11,15-8,0,0,0,0.00000000
15-1,15-8,0,0,0,0.00000000
15-2,15-8,0,0,0,0.00000000
15-3,15-8,1,2,666,0.01333333
15-4,15-8,2,5,8325,1.25000000
15-5,15-8,0,0,0,0.00000000
15-6,15-8,1,2,666,0.05000000
15-7,15-8,0,0,0,0.00000000
15-8,15-8,0,0,0,0.00000000
15-9,15-8,1,5,1665,0.00400000
15-10,15-8,1,2,666,0.00320000
15-11,15-8,1,1,333,0.25000000
22-1,15-8,2,7,11655,0.23333333
22-2,15-8,1,6,1998,0.40000000
22-3,15-8,1,12,3996,0.12000000
22-4,15-8,2,7,11655,0.28000000
22-5,15-8,1,2,666,0.05714286
22-6,15-8,1,3,999,0.02000000
22-7,15-8,2,4,6660,0.36363636
22-8,15-8,1,1,333,0.00133333
22-9,15-8,1,3,999,0.00200000
22-10,15-8,1,20,6660,0.08888889
22-11,15-8,1,19,6327,0.19000000
28-1,15-8,2,9,14985,0.75000000
28-2,15-8,3,6,49950,10.00000000
28-3,15-8,2,5,8325,0.41666667
28-4,15-8,2,5,8325,0.71428571
28-5,15-8,2,5,8325,0.04000000
28-6,15-8,2,8,13320,0.32000000
28-7,15-8,2,7,11655,0.07000000
28-8,15-8,2,5,8325,0.02222222
28-9,15-8,2,4,6660,0.33333333
28-10,15-8,2,7,11655,0.04666667
28-11,15-8,2,13,21645,0.52000000
A,15-9,0,0,0,0.00000000
8-1,15-9,0,0,0,0.00000000
8-2,15-9,0,0,0,0.00000000
8-3,15-9,0,0,0,0.00000000
8-4,15-9,0,0,0,0.00000000
8-5,15-9,0,0,0,0.00000000
8-6,15-9,0,0,0,0.00000000
8-7,15-9,0,0,0,0.00000000
8-8,15-9,0,0,0,0.00000000
8-9,15-9,0,0,0,0.00000000
8-10,15-9,0,0,0,0.00000000
8-11,15-9,0,0,0,0.00000000
15-1,15-9,0,0,0,0.00000000
15-2,15-9,0,0,0,0.00000000
15-3,15-9,0,0,0,0.00000000
15-4,15-9,1,4,1332,0.20000000
15-5,15-9,0,0,0,0.00000000
15-6,15-9,1,4,1332,0.10000000
15-7,15-9,0,0,0,0.00000000
15-8,15-9,0,0,0,0.00000000
15-9,15-9,1,2,666,0.00160000
15-10,15-9,1,1,333,0.00160000
15-11,15-9,0,0,0,0.00000000
22-1,15-9,1,6,1998,0.04000000
22-2,15-9,0,0,0,0.00000000
22-3,15-9,2,4,6660,0.20000000
22-4,15-9,1,4,1332,0.03200000
22-5,15-9,1,1,333,0.02857143
22-6,15-9,1,3,999,0.02000000
22-7,15-9,1,5,1665,0.09090909
22-8,15-9,1,1,333,0.00133333
22-9,15-9,1,4,1332,0.00266667
22-10,15-9,1,6,1998,0.02666667
22-11,15-9,1,2,666,0.02000000
28-1,15-9,3,5,41625,2.08333333
28-2,15-9,1,17,5661,1.13333333
28-3,15-9,2,6,9990,0.50000000
28-4,15-9,1,11,3663,0.31428571
28-5,15-9,1,6,1998,0.00960000
28-6,15-9,1,6,1998,0.04800000
28-7,15-9,1,6,1998,0.01200000
28-8,15-9,1,10,3330,0.00888889
28-9,15-9,1,5,1665,0.08333333
28-10,15-9,1,8,2664,0.01066667
28-11,15-9,1,5,1665,0.04000000
A,15-10,0,0,0,0.00000000
8-1,15-10,0,0,0,0.00000000
8-2,15-10,0,0,0,0.00000000
8-3,15-10,0,0,0,0.00000000
8-4,15-10,0,0,0,0.00000000
8-5,15-10,0,0,0,0.00000000
8-6,15-10,0,0,0,0.00000000
8-7,15-10,0,0,0,0.00000000
8-8,15-10,0,0,0,0.00000000
8-9,15-10,0,0,0,0.00000000
8-10,15-10,0,0,0,0.00000000
8-11,15-10,0,0,0,0.00000000
15-1,15-10,0,0,0,0.00000000
15-2,15-10,0,0,0,0.00000000
15-3,15-10,1,3,999,0.02000000
15-4,15-10,1,8,2664,0.40000000
15-5,15-10,1,1,333,0.16666667
15-6,15-10,1,2,666,0.05000000
15-7,15-10,0,0,0,0.00000000
15-8,15-10,0,0,0,0.00000000
15-9,15-10,1,2,666,0.00160000
15-10,15-10,1,1,333,0.00160000
15-11,15-10,0,0,0,0.00000000
22-1,15-10,1,8,2664,0.05333333
22-2,15-10,0,0,0,0.00000000
22-3,15-10,2,5,8325,0.25000000
22-4,15-10,1,1,333,0.00800000
22-5,15-10,0,0,0,0.00000000
22-6,15-10,0,0,0,0.00000000
22-7,15-10,1,2,666,0.03636364
22-8,15-10,0,0,0,0.00000000
22-9,15-10,0,0,0,0.00000000
22-10,15-10,2,4,6660,0.08888889
22-11,15-10,1,7,2331,0.07000000
28-1,15-10,2,4,6660,0.33333333
28-2,15-10,2,8,13320,2.66666667
28-3,15-10,2,5,8325,0.41666667
28-4,15-10,1,7,2331,0.20000000
28-5,15-10,3,7,58275,0.28000000
28-6,15-10,2,5,8325,0.20000000
28-7,15-10,1,10,3330,0.02000000
28-8,15-10,2,7,11655,0.03111111
28-9,15-10,1,5,1665,0.08333333
28-10,15-10,1,11,3663,0.01466667
28-11,15-10,1,15,4995,0.12000000
A,8-1,1,0,0,0
8-1,8-1,1,0,0,0
8-2,8-1,1,0,0,0
8-3,8-1,1,0,0,0
8-4,8-1,1,0,0,0
8-5,8-1,1,0,0,0
8-6,8-1,1,0,0,0
8-7,8-1,1,0,0,0
8-8,8-1,1,0,0,0
8-9,8-1,1,0,0,0
8-10,8-1,1,0,0,0
8-11,8-1,1,0,0,0
15-1,8-1,1,0,0,0
15-2,8-1,1,7,2331,1.75
15-3,8-1,1,2,666,0.016
15-4,8-1,1,3,999,0.6
15-5,8-1,1,1,333,0.2
15-6,8-1,1,4,1332,0.1
15-7,8-1,1,4,1332,0.013333333
15-8,8-1,1,3,999,0.04
15-9,8-1,1,3,999,0.00032
15-10,8-1,1,3,999,0.0016
15-11,8-1,1,1,333,0.5
22-1,8-1,3,5,41625,0.714285714
22-2,8-1,1,4,1332,1.333333333
22-3,8-1,2,6,9990,1.5
22-4,8-1,1,14,4662,0.466666667
22-5,8-1,1,5,1665,0.333333333
22-6,8-1,1,9,2997,0.12
22-7,8-1,2,8,13320,1.6
22-8,8-1,1,0,0,0
22-9,8-1,1,2,666,0.000128
22-10,8-1,2,6,9990,0.048
22-11,8-1,2,7,11655,0.777777778
28-1,8-1,2,6,9990,0.75
28-2,8-1,2,6,9990,1
28-3,8-1,1,13,4329,0.65
28-4,8-1,2,4,6660,0.666666667
28-5,8-1,2,6,9990,0.012
28-6,8-1,2,9,14985,0.1125
28-7,8-1,2,6,9990,0.026666667
28-8,8-1,2,8,13320,0.0032
28-9,8-1,2,6,9990,0.04
28-10,8-1,2,8,13320,0.009142857
28-11,8-1,2,11,18315,0.088
A,8-2,0,0,0,0.00000000
8-1,8-2,0,0,0,0.00000000
8-2,8-2,0,0,0,0.00000000
8-3,8-2,0,0,0,0.00000000
8-4,8-2,0,0,0,0.00000000
8-5,8-2,0,0,0,0.00000000
8-6,8-2,0,0,0,0.00000000
8-7,8-2,0,0,0,0.00000000
8-8,8-2,0,0,0,0.00000000
8-9,8-2,0,0,0,0.00000000
8-10,8-2,0,0,0,0.00000000
8-11,8-2,0,0,0,0.00000000
15-1,8-2,0,0,0,0.00000000
15-2,8-2,1,4,1332,0.33333333
15-3,8-2,1,4,1332,0.02666667
15-4,8-2,2,4,6660,1.00000000
15-5,8-2,1,1,333,0.16666667
15-6,8-2,1,4,1332,0.10000000
15-7,8-2,0,0,0,0.00000000
15-8,8-2,1,1,333,0.05000000
15-9,8-2,1,4,1332,0.00320000
15-10,8-2,1,2,666,0.00320000
15-11,8-2,2,2,3330,2.50000000
22-1,8-2,3,5,41625,0.83333333
22-2,8-2,1,5,1665,0.33333333
22-3,8-2,2,8,13320,0.40000000
22-4,8-2,2,10,16650,0.40000000
22-5,8-2,2,5,8325,0.71428571
22-6,8-2,1,5,1665,0.03333333
22-7,8-2,2,8,13320,0.72727273
22-8,8-2,0,0,0,0.00000000
22-9,8-2,1,1,333,0.00066667
22-10,8-2,2,7,11655,0.15555556
22-11,8-2,2,11,18315,0.55000000
28-1,8-2,3,5,41625,2.08333333
28-2,8-2,3,8,66600,13.33333333
28-3,8-2,2,15,24975,1.25000000
28-4,8-2,3,7,58275,5.00000000
28-5,8-2,3,5,41625,0.20000000
28-6,8-2,2,16,26640,0.64000000
28-7,8-2,4,3,124875,0.75000000
28-8,8-2,4,6,249750,0.66666667
28-9,8-2,3,4,33300,1.66666667
28-10,8-2,3,6,49950,0.20000000
28-11,8-2,3,7,58275,1.40000000
A,8-3,0,0,0,0.00000000
8-1,8-3,0,0,0,0.00000000
8-2,8-3,0,0,0,0.00000000
8-3,8-3,0,0,0,0.00000000
8-4,8-3,0,0,0,0.00000000
8-5,8-3,0,0,0,0.00000000
8-6,8-3,0,0,0,0.00000000
8-7,8-3,0,0,0,0.00000000
8-8,8-3,0,0,0,0.00000000
8-9,8-3,0,0,0,0.00000000
8-10,8-3,0,0,0,0.00000000
8-11,8-3,0,0,0,0.00000000
15-1,8-3,0,0,0,0.00000000
15-2,8-3,0,0,0,0.00000000
15-3,8-3,2,4,6660,0.13333333
15-4,8-3,1,6,1998,0.30000000
15-5,8-3,1,3,999,0.50000000
15-6,8-3,1,2,666,0.05000000
15-7,8-3,0,0,0,0.00000000
15-8,8-3,0,0,0,0.00000000
15-9,8-3,1,7,2331,0.00560000
15-10,8-3,1,3,999,0.00480000
15-11,8-3,1,5,1665,1.25000000
22-1,8-3,2,10,16650,0.33333333
22-2,8-3,1,6,1998,0.40000000
22-3,8-3,3,5,41625,1.25000000
22-4,8-3,2,3,4995,0.12000000
22-5,8-3,1,5,1665,0.14285714
22-6,8-3,1,13,4329,0.08666667
22-7,8-3,2,6,9990,0.54545455
22-8,8-3,1,2,666,0.00266667
22-9,8-3,1,1,333,0.00066667
22-10,8-3,2,13,21645,0.28888889
22-11,8-3,2,8,13320,0.40000000
28-1,8-3,2,12,19980,1.00000000
28-2,8-3,3,10,83250,16.66666667
28-3,8-3,2,13,21645,1.08333333
28-4,8-3,3,5,41625,3.57142857
28-5,8-3,2,7,11655,0.05600000
28-6,8-3,4,5,208125,5.00000000
28-7,8-3,2,10,16650,0.10000000
28-8,8-3,3,8,66600,0.17777778
28-9,8-3,2,11,18315,0.91666667
28-10,8-3,2,11,18315,0.07333333
28-11,8-3,1,4,1332,0.03200000
A,8-4,0,0,0,0.00000000
8-1,8-4,0,0,0,0.00000000
8-2,8-4,0,0,0,0.00000000
8-3,8-4,0,0,0,0.00000000
8-4,8-4,0,0,0,0.00000000
8-5,8-4,0,0,0,0.00000000
8-6,8-4,0,0,0,0.00000000
8-7,8-4,0,0,0,0.00000000
8-8,8-4,0,0,0,0.00000000
8-9,8-4,0,0,0,0.00000000
8-10,8-4,0,0,0,0.00000000
8-11,8-4,0,0,0,0.00000000
15-1,8-4,0,0,0,0.00000000
15-2,8-4,0,0,0,0.00000000
15-3,8-4,0,0,0,0.00000000
15-4,8-4,0,0,0,0.00000000
15-5,8-4,0,0,0,0.00000000
15-6,8-4,0,0,0,0.00000000
15-7,8-4,0,0,0,0.00000000
15-8,8-4,0,0,0,0.00000000
15-9,8-4,0,0,0,0.00000000
15-10,8-4,0,0,0,0.00000000
15-11,8-4,0,0,0,0.00000000
22-1,8-4,2,6,9990,0.20000000
22-2,8-4,0,0,0,0.00000000
22-3,8-4,1,16,5328,0.16000000
22-4,8-4,1,9,2997,0.07200000
22-5,8-4,1,1,333,0.02857143
22-6,8-4,1,5,1665,0.03333333
22-7,8-4,2,6,9990,0.54545455
22-8,8-4,0,0,0,0.00000000
22-9,8-4,0,0,0,0.00000000
22-10,8-4,2,8,13320,0.17777778
22-11,8-4,1,19,6327,0.19000000
28-1,8-4,2,8,13320,0.66666667
28-2,8-4,1,12,3996,0.80000000
28-3,8-4,1,10,3330,0.16666667
28-4,8-4,2,4,6660,0.57142857
28-5,8-4,2,5,8325,0.04000000
28-6,8-4,2,8,13320,0.32000000
28-7,8-4,2,9,14985,0.09000000
28-8,8-4,1,11,3663,0.00977778
28-9,8-4,1,5,1665,0.08333333
28-10,8-4,2,5,8325,0.03333333
28-11,8-4,2,5,8325,0.20000000
A,8-5,0,0,0,0.00000000
8-1,8-5,0,0,0,0.00000000
8-2,8-5,0,0,0,0.00000000
8-3,8-5,0,0,0,0.00000000
8-4,8-5,0,0,0,0.00000000
8-5,8-5,0,0,0,0.00000000
8-6,8-5,0,0,0,0.00000000
8-7,8-5,0,0,0,0.00000000
8-8,8-5,0,0,0,0.00000000
8-9,8-5,0,0,0,0.00000000
8-10,8-5,0,0,0,0.00000000
8-11,8-5,0,0,0,0.00000000
15-1,8-5,0,0,0,0.00000000
15-2,8-5,0,0,0,0.00000000
15-3,8-5,1,5,1665,0.03333333
15-4,8-5,1,8,2664,0.40000000
15-5,8-5,1,1,333,0.16666667
15-6,8-5,1,1,333,0.02500000
15-7,8-5,1,1,333,0.00666667
15-8,8-5,0,0,0,0.00000000
15-9,8-5,1,2,666,0.00160000
15-10,8-5,1,3,999,0.00480000
15-11,8-5,1,2,666,0.50000000
22-1,8-5,3,9,74925,1.50000000
22-2,8-5,3,2,16650,3.33333333
22-3,8-5,3,6,49950,1.50000000
22-4,8-5,2,10,16650,0.40000000
22-5,8-5,1,7,2331,0.20000000
22-6,8-5,2,5,8325,0.16666667
22-7,8-5,2,4,6660,0.36363636
22-8,8-5,1,3,999,0.00400000
22-9,8-5,2,3,4995,0.01000000
22-10,8-5,2,12,19980,0.26666667
22-11,8-5,3,7,58275,1.75000000
28-1,8-5,2,11,18315,0.91666667
28-2,8-5,3,7,58275,11.66666667
28-3,8-5,2,4,6660,0.33333333
28-4,8-5,2,4,6660,0.57142857
28-5,8-5,2,7,11655,0.05600000
28-6,8-5,2,5,8325,0.20000000
28-7,8-5,2,8,13320,0.08000000
28-8,8-5,3,9,74925,0.20000000
28-9,8-5,2,11,18315,0.91666667
28-10,8-5,3,5,41625,0.16666667
28-11,8-5,2,14,23310,0.56000000
A,8-6,0,0,0,0.00000000
8-1,8-6,0,0,0,0.00000000
8-2,8-6,0,0,0,0.00000000
8-3,8-6,0,0,0,0.00000000
8-4,8-6,0,0,0,0.00000000
8-5,8-6,0,0,0,0.00000000
8-6,8-6,0,0,0,0.00000000
8-7,8-6,0,0,0,0.00000000
8-8,8-6,0,0,0,0.00000000
8-9,8-6,0,0,0,0.00000000
8-10,8-6,0,0,0,0.00000000
8-11,8-6,0,0,0,0.00000000
15-1,8-6,0,0,0,0.00000000
15-2,8-6,1,1,333,0.08333333
15-3,8-6,1,5,1665,0.03333333
15-4,8-6,1,3,999,0.15000000
15-5,8-6,0,0,0,0.00000000
15-6,8-6,0,0,0,0.00000000
15-7,8-6,1,1,333,0.00666667
15-8,8-6,0,0,0,0.00000000
15-9,8-6,1,4,1332,0.00320000
15-10,8-6,1,2,666,0.00320000
15-11,8-6,1,1,333,0.25000000
22-1,8-6,3,8,66600,1.33333333
22-2,8-6,1,8,2664,0.53333333
22-3,8-6,3,5,41625,1.25000000
22-4,8-6,2,10,16650,0.40000000
22-5,8-6,1,6,1998,0.17142857
22-6,8-6,1,8,2664,0.05333333
22-7,8-6,2,13,21645,1.18181818
22-8,8-6,0,0,0,0.00000000
22-9,8-6,1,6,1998,0.00400000
22-10,8-6,3,5,41625,0.55555556
22-11,8-6,2,5,8325,0.25000000
28-1,8-6,3,5,41625,2.08333333
28-2,8-6,3,10,83250,16.66666667
28-3,8-6,2,8,13320,0.66666667
28-4,8-6,2,11,18315,1.57142857
28-5,8-6,1,19,6327,0.03040000
28-6,8-6,2,10,16650,0.40000000
28-7,8-6,2,12,19980,0.12000000
28-8,8-6,3,10,83250,0.22222222
28-9,8-6,1,8,2664,0.13333333
28-10,8-6,2,8,13320,0.05333333
28-11,8-6,2,9,14985,0.36000000
A,8-7,0,0,0,0.00000000
8-1,8-7,0,0,0,0.00000000
8-2,8-7,0,0,0,0.00000000
8-3,8-7,0,0,0,0.00000000
8-4,8-7,0,0,0,0.00000000
8-5,8-7,0,0,0,0.00000000
8-6,8-7,0,0,0,0.00000000
8-7,8-7,0,0,0,0.00000000
8-8,8-7,0,0,0,0.00000000
8-9,8-7,0,0,0,0.00000000
8-10,8-7,0,0,0,0.00000000
8-11,8-7,0,0,0,0.00000000
15-1,8-7,0,0,0,0.00000000
15-2,8-7,0,0,0,0.00000000
15-3,8-7,2,3,4995,0.10000000
15-4,8-7,1,15,4995,0.75000000
15-5,8-7,1,3,999,0.50000000
15-6,8-7,2,2,3330,0.25000000
15-7,8-7,1,3,999,0.02000000
15-8,8-7,1,1,333,0.05000000
15-9,8-7,1,3,999,0.00240000
15-10,8-7,1,3,999,0.00480000
15-11,8-7,1,1,333,0.25000000
22-1,8-7,3,6,49950,1.00000000
22-2,8-7,1,3,999,0.20000000
22-3,8-7,3,5,41625,1.25000000
22-4,8-7,2,8,13320,0.32000000
22-5,8-7,1,5,1665,0.14285714
22-6,8-7,2,4,6660,0.13333333
22-7,8-7,2,12,19980,1.09090909
22-8,8-7,1,2,666,0.00266667
22-9,8-7,1,3,999,0.00200000
22-10,8-7,3,5,41625,0.55555556
22-11,8-7,3,3,24975,0.75000000
28-1,8-7,3,5,41625,2.08333333
28-2,8-7,3,4,33300,6.66666667
28-3,8-7,2,16,26640,1.33333333
28-4,8-7,3,8,66600,5.71428571
28-5,8-7,2,5,8325,0.04000000
28-6,8-7,2,14,23310,0.56000000
28-7,8-7,3,7,58275,0.35000000
28-8,8-7,2,19,31635,0.08444444
28-9,8-7,2,19,31635,1.58333333
28-10,8-7,2,12,19980,0.08000000
28-11,8-7,2,10,16650,0.40000000
A,8-8,0,0,0,0.00000000
8-1,8-8,0,0,0,0.00000000
8-2,8-8,0,0,0,0.00000000
8-3,8-8,0,0,0,0.00000000
8-4,8-8,0,0,0,0.00000000
8-5,8-8,0,0,0,0.00000000
8-6,8-8,0,0,0,0.00000000
8-7,8-8,0,0,0,0.00000000
8-8,8-8,0,0,0,0.00000000
8-9,8-8,0,0,0,0.00000000
8-10,8-8,0,0,0,0.00000000
8-11,8-8,0,0,0,0.00000000
15-1,8-8,1,1,333,0.00133333
15-2,8-8,1,4,1332,0.33333333
15-3,8-8,1,7,2331,0.04666667
15-4,8-8,1,13,4329,0.65000000
15-5,8-8,0,0,0,0.00000000
15-6,8-8,1,1,333,0.02500000
15-7,8-8,0,0,0,0.00000000
15-8,8-8,0,0,0,0.00000000
15-9,8-8,1,2,666,0.00160000
15-10,8-8,0,0,0,0.00000000
15-11,8-8,1,1,333,0.25000000
22-1,8-8,3,8,66600,1.33333333
22-2,8-8,1,5,1665,0.33333333
22-3,8-8,3,6,49950,1.50000000
22-4,8-8,2,8,13320,0.32000000
22-5,8-8,1,9,2997,0.25714286
22-6,8-8,1,4,1332,0.02666667
22-7,8-8,2,4,6660,0.36363636
22-8,8-8,0,0,0,0.00000000
22-9,8-8,0,0,0,0.00000000
22-10,8-8,0,0,0,0.00000000
22-11,8-8,0,0,0,0.00000000
28-1,8-8,3,6,49950,2.50000000
28-2,8-8,3,9,74925,15.00000000
28-3,8-8,3,5,41625,2.08333333
28-4,8-8,2,6,9990,0.85714286
28-5,8-8,2,6,9990,0.04800000
28-6,8-8,2,15,24975,0.60000000
28-7,8-8,2,10,16650,0.10000000
28-8,8-8,2,8,13320,0.03555556
28-9,8-8,2,6,9990,0.50000000
28-10,8-8,2,8,13320,0.05333333
28-11,8-8,2,8,13320,0.32000000
A,8-9,0,0,0,0.00000000
8-1,8-9,0,0,0,0.00000000
8-2,8-9,0,0,0,0.00000000
8-3,8-9,0,0,0,0.00000000
8-4,8-9,0,0,0,0.00000000
8-5,8-9,0,0,0,0.00000000
8-6,8-9,0,0,0,0.00000000
8-7,8-9,0,0,0,0.00000000
8-8,8-9,0,0,0,0.00000000
8-9,8-9,0,0,0,0.00000000
8-10,8-9,0,0,0,0.00000000
8-11,8-9,0,0,0,0.00000000
15-1,8-9,0,0,0,0.00000000
15-2,8-9,0,0,0,0.00000000
15-3,8-9,1,1,333,0.00666667
15-4,8-9,1,3,999,0.15000000
15-5,8-9,1,1,333,0.16666667
15-6,8-9,1,1,333,0.02500000
15-7,8-9,1,2,666,0.01333333
15-8,8-9,0,0,0,0.00000000
15-9,8-9,0,0,0,0.00000000
15-10,8-9,1,1,333,0.00160000
15-11,8-9,0,0,0,0.00000000
22-1,8-9,4,5,208125,4.16666667
22-2,8-9,1,8,2664,0.53333333
22-3,8-9,2,17,28305,0.85000000
22-4,8-9,2,7,11655,0.28000000
22-5,8-9,1,10,3330,0.28571429
22-6,8-9,1,15,4995,0.10000000
22-7,8-9,2,9,14985,0.81818182
22-8,8-9,1,3,999,0.00400000
22-9,8-9,1,5,1665,0.00333333
22-10,8-9,4,4,166500,2.22222222
22-11,8-9,2,11,18315,0.55000000
28-1,8-9,2,12,19980,1.00000000
28-2,8-9,3,7,58275,11.66666667
28-3,8-9,2,10,16650,0.83333333
28-4,8-9,2,12,19980,1.71428571
28-5,8-9,3,4,33300,0.16000000
28-6,8-9,2,12,19980,0.48000000
28-7,8-9,4,4,166500,1.00000000
