Time,Well,OD600,Strain,Phage,malTmut,X777bpdel,Treatment
15301,B4,0.114,D37-9,No,Yes,Yes,malT- 777del
15600,B4,0.114,D37-9,No,Yes,Yes,malT- 777del
15901,B4,0.114,D37-9,No,Yes,Yes,malT- 777del
16200,B4,0.114,D37-9,No,Yes,Yes,malT- 777del
16500,B4,0.114,D37-9,No,Yes,Yes,malT- 777del
16800,B4,0.114,D37-9,No,Yes,Yes,malT- 777del
17100,B4,0.114,D37-9,No,Yes,Yes,malT- 777del
17401,B4,0.114,D37-9,No,Yes,Yes,malT- 777del
17700,B4,0.114,D37-9,No,Yes,Yes,malT- 777del
18001,B4,0.115,D37-9,No,Yes,Yes,malT- 777del
18300,B4,0.115,D37-9,No,Yes,Yes,malT- 777del
18601,B4,0.115,D37-9,No,Yes,Yes,malT- 777del
18900,B4,0.115,D37-9,No,Yes,Yes,malT- 777del
19200,B4,0.115,D37-9,No,Yes,Yes,malT- 777del
19500,B4,0.115,D37-9,No,Yes,Yes,malT- 777del
19800,B4,0.115,D37-9,No,Yes,Yes,malT- 777del
20101,B4,0.114,D37-9,No,Yes,Yes,malT- 777del
20400,B4,0.115,D37-9,No,Yes,Yes,malT- 777del
20701,B4,0.115,D37-9,No,Yes,Yes,malT- 777del
21000,B4,0.115,D37-9,No,Yes,Yes,malT- 777del
21301,B4,0.115,D37-9,No,Yes,Yes,malT- 777del
21600,B4,0.116,D37-9,No,Yes,Yes,malT- 777del
21900,B4,0.116,D37-9,No,Yes,Yes,malT- 777del
22200,B4,0.116,D37-9,No,Yes,Yes,malT- 777del
22500,B4,0.116,D37-9,No,Yes,Yes,malT- 777del
22801,B4,0.116,D37-9,No,Yes,Yes,malT- 777del
23100,B4,0.117,D37-9,No,Yes,Yes,malT- 777del
23401,B4,0.118,D37-9,No,Yes,Yes,malT- 777del
23700,B4,0.118,D37-9,No,Yes,Yes,malT- 777del
24001,B4,0.118,D37-9,No,Yes,Yes,malT- 777del
24300,B4,0.119,D37-9,No,Yes,Yes,malT- 777del
24600,B4,0.12,D37-9,No,Yes,Yes,malT- 777del
24900,B4,0.121,D37-9,No,Yes,Yes,malT- 777del
25200,B4,0.122,D37-9,No,Yes,Yes,malT- 777del
25501,B4,0.123,D37-9,No,Yes,Yes,malT- 777del
25800,B4,0.124,D37-9,No,Yes,Yes,malT- 777del
26101,B4,0.126,D37-9,No,Yes,Yes,malT- 777del
26400,B4,0.128,D37-9,No,Yes,Yes,malT- 777del
26701,B4,0.13,D37-9,No,Yes,Yes,malT- 777del
27000,B4,0.132,D37-9,No,Yes,Yes,malT- 777del
27300,B4,0.135,D37-9,No,Yes,Yes,malT- 777del
27600,B4,0.139,D37-9,No,Yes,Yes,malT- 777del
27900,B4,0.143,D37-9,No,Yes,Yes,malT- 777del
28201,B4,0.147,D37-9,No,Yes,Yes,malT- 777del
28500,B4,0.152,D37-9,No,Yes,Yes,malT- 777del
28801,B4,0.158,D37-9,No,Yes,Yes,malT- 777del
29100,B4,0.164,D37-9,No,Yes,Yes,malT- 777del
29401,B4,0.17,D37-9,No,Yes,Yes,malT- 777del
29700,B4,0.176,D37-9,No,Yes,Yes,malT- 777del
30000,B4,0.183,D37-9,No,Yes,Yes,malT- 777del
30300,B4,0.191,D37-9,No,Yes,Yes,malT- 777del
30600,B4,0.198,D37-9,No,Yes,Yes,malT- 777del
30901,B4,0.207,D37-9,No,Yes,Yes,malT- 777del
31200,B4,0.217,D37-9,No,Yes,Yes,malT- 777del
31501,B4,0.227,D37-9,No,Yes,Yes,malT- 777del
31800,B4,0.239,D37-9,No,Yes,Yes,malT- 777del
32101,B4,0.25,D37-9,No,Yes,Yes,malT- 777del
32400,B4,0.262,D37-9,No,Yes,Yes,malT- 777del
32700,B4,0.274,D37-9,No,Yes,Yes,malT- 777del
33000,B4,0.286,D37-9,No,Yes,Yes,malT- 777del
33300,B4,0.297,D37-9,No,Yes,Yes,malT- 777del
33601,B4,0.311,D37-9,No,Yes,Yes,malT- 777del
33900,B4,0.326,D37-9,No,Yes,Yes,malT- 777del
34201,B4,0.336,D37-9,No,Yes,Yes,malT- 777del
34500,B4,0.346,D37-9,No,Yes,Yes,malT- 777del
34801,B4,0.359,D37-9,No,Yes,Yes,malT- 777del
35100,B4,0.37,D37-9,No,Yes,Yes,malT- 777del
35400,B4,0.384,D37-9,No,Yes,Yes,malT- 777del
35700,B4,0.399,D37-9,No,Yes,Yes,malT- 777del
36000,B4,0.413,D37-9,No,Yes,Yes,malT- 777del
36301,B4,0.427,D37-9,No,Yes,Yes,malT- 777del
36600,B4,0.44,D37-9,No,Yes,Yes,malT- 777del
36901,B4,0.45,D37-9,No,Yes,Yes,malT- 777del
37200,B4,0.46,D37-9,No,Yes,Yes,malT- 777del
37501,B4,0.469,D37-9,No,Yes,Yes,malT- 777del
37800,B4,0.477,D37-9,No,Yes,Yes,malT- 777del
38100,B4,0.486,D37-9,No,Yes,Yes,malT- 777del
38400,B4,0.494,D37-9,No,Yes,Yes,malT- 777del
38700,B4,0.502,D37-9,No,Yes,Yes,malT- 777del
39001,B4,0.509,D37-9,No,Yes,Yes,malT- 777del
39300,B4,0.519,D37-9,No,Yes,Yes,malT- 777del
39601,B4,0.527,D37-9,No,Yes,Yes,malT- 777del
39900,B4,0.537,D37-9,No,Yes,Yes,malT- 777del
40201,B4,0.546,D37-9,No,Yes,Yes,malT- 777del
40500,B4,0.557,D37-9,No,Yes,Yes,malT- 777del
40800,B4,0.566,D37-9,No,Yes,Yes,malT- 777del
41100,B4,0.574,D37-9,No,Yes,Yes,malT- 777del
41400,B4,0.581,D37-9,No,Yes,Yes,malT- 777del
41701,B4,0.588,D37-9,No,Yes,Yes,malT- 777del
42000,B4,0.596,D37-9,No,Yes,Yes,malT- 777del
42301,B4,0.603,D37-9,No,Yes,Yes,malT- 777del
42600,B4,0.606,D37-9,No,Yes,Yes,malT- 777del
42901,B4,0.612,D37-9,No,Yes,Yes,malT- 777del
43200,B4,0.616,D37-9,No,Yes,Yes,malT- 777del
43500,B4,0.62,D37-9,No,Yes,Yes,malT- 777del
43800,B4,0.624,D37-9,No,Yes,Yes,malT- 777del
44100,B4,0.627,D37-9,No,Yes,Yes,malT- 777del
44401,B4,0.63,D37-9,No,Yes,Yes,malT- 777del
44700,B4,0.634,D37-9,No,Yes,Yes,malT- 777del
45001,B4,0.636,D37-9,No,Yes,Yes,malT- 777del
45300,B4,0.637,D37-9,No,Yes,Yes,malT- 777del
45601,B4,0.639,D37-9,No,Yes,Yes,malT- 777del
45900,B4,0.639,D37-9,No,Yes,Yes,malT- 777del
46200,B4,0.644,D37-9,No,Yes,Yes,malT- 777del
46500,B4,0.646,D37-9,No,Yes,Yes,malT- 777del
46800,B4,0.648,D37-9,No,Yes,Yes,malT- 777del
47101,B4,0.651,D37-9,No,Yes,Yes,malT- 777del
47400,B4,0.651,D37-9,No,Yes,Yes,malT- 777del
47701,B4,0.651,D37-9,No,Yes,Yes,malT- 777del
48000,B4,0.651,D37-9,No,Yes,Yes,malT- 777del
48301,B4,0.654,D37-9,No,Yes,Yes,malT- 777del
48600,B4,0.655,D37-9,No,Yes,Yes,malT- 777del
48900,B4,0.658,D37-9,No,Yes,Yes,malT- 777del
49200,B4,0.66,D37-9,No,Yes,Yes,malT- 777del
49500,B4,0.661,D37-9,No,Yes,Yes,malT- 777del
49801,B4,0.664,D37-9,No,Yes,Yes,malT- 777del
50100,B4,0.665,D37-9,No,Yes,Yes,malT- 777del
50401,B4,0.666,D37-9,No,Yes,Yes,malT- 777del
50700,B4,0.667,D37-9,No,Yes,Yes,malT- 777del
51001,B4,0.669,D37-9,No,Yes,Yes,malT- 777del
51300,B4,0.67,D37-9,No,Yes,Yes,malT- 777del
51600,B4,0.672,D37-9,No,Yes,Yes,malT- 777del
51900,B4,0.674,D37-9,No,Yes,Yes,malT- 777del
52200,B4,0.676,D37-9,No,Yes,Yes,malT- 777del
52501,B4,0.678,D37-9,No,Yes,Yes,malT- 777del
52800,B4,0.679,D37-9,No,Yes,Yes,malT- 777del
53101,B4,0.679,D37-9,No,Yes,Yes,malT- 777del
53400,B4,0.68,D37-9,No,Yes,Yes,malT- 777del
53701,B4,0.682,D37-9,No,Yes,Yes,malT- 777del
54000,B4,0.684,D37-9,No,Yes,Yes,malT- 777del
54300,B4,0.685,D37-9,No,Yes,Yes,malT- 777del
54600,B4,0.688,D37-9,No,Yes,Yes,malT- 777del
54900,B4,0.691,D37-9,No,Yes,Yes,malT- 777del
55201,B4,0.692,D37-9,No,Yes,Yes,malT- 777del
55500,B4,0.694,D37-9,No,Yes,Yes,malT- 777del
55801,B4,0.695,D37-9,No,Yes,Yes,malT- 777del
56100,B4,0.696,D37-9,No,Yes,Yes,malT- 777del
56401,B4,0.697,D37-9,No,Yes,Yes,malT- 777del
56700,B4,0.698,D37-9,No,Yes,Yes,malT- 777del
57000,B4,0.7,D37-9,No,Yes,Yes,malT- 777del
57300,B4,0.703,D37-9,No,Yes,Yes,malT- 777del
57600,B4,0.706,D37-9,No,Yes,Yes,malT- 777del
57901,B4,0.708,D37-9,No,Yes,Yes,malT- 777del
58200,B4,0.71,D37-9,No,Yes,Yes,malT- 777del
58501,B4,0.712,D37-9,No,Yes,Yes,malT- 777del
58800,B4,0.714,D37-9,No,Yes,Yes,malT- 777del
59101,B4,0.716,D37-9,No,Yes,Yes,malT- 777del
59400,B4,0.718,D37-9,No,Yes,Yes,malT- 777del
59700,B4,0.72,D37-9,No,Yes,Yes,malT- 777del
60000,B4,0.723,D37-9,No,Yes,Yes,malT- 777del
60300,B4,0.725,D37-9,No,Yes,Yes,malT- 777del
60601,B4,0.725,D37-9,No,Yes,Yes,malT- 777del
60900,B4,0.727,D37-9,No,Yes,Yes,malT- 777del
61201,B4,0.728,D37-9,No,Yes,Yes,malT- 777del
61500,B4,0.73,D37-9,No,Yes,Yes,malT- 777del
61801,B4,0.733,D37-9,No,Yes,Yes,malT- 777del
62100,B4,0.735,D37-9,No,Yes,Yes,malT- 777del
62400,B4,0.737,D37-9,No,Yes,Yes,malT- 777del
62700,B4,0.739,D37-9,No,Yes,Yes,malT- 777del
63000,B4,0.741,D37-9,No,Yes,Yes,malT- 777del
63301,B4,0.741,D37-9,No,Yes,Yes,malT- 777del
63600,B4,0.744,D37-9,No,Yes,Yes,malT- 777del
63901,B4,0.744,D37-9,No,Yes,Yes,malT- 777del
64200,B4,0.746,D37-9,No,Yes,Yes,malT- 777del
64501,B4,0.746,D37-9,No,Yes,Yes,malT- 777del
64800,B4,0.746,D37-9,No,Yes,Yes,malT- 777del
65100,B4,0.749,D37-9,No,Yes,Yes,malT- 777del
65400,B4,0.75,D37-9,No,Yes,Yes,malT- 777del
65700,B4,0.751,D37-9,No,Yes,Yes,malT- 777del
66001,B4,0.752,D37-9,No,Yes,Yes,malT- 777del
66300,B4,0.754,D37-9,No,Yes,Yes,malT- 777del
66601,B4,0.756,D37-9,No,Yes,Yes,malT- 777del
66900,B4,0.758,D37-9,No,Yes,Yes,malT- 777del
67201,B4,0.759,D37-9,No,Yes,Yes,malT- 777del
67500,B4,0.76,D37-9,No,Yes,Yes,malT- 777del
67800,B4,0.761,D37-9,No,Yes,Yes,malT- 777del
68100,B4,0.762,D37-9,No,Yes,Yes,malT- 777del
68400,B4,0.761,D37-9,No,Yes,Yes,malT- 777del
68701,B4,0.763,D37-9,No,Yes,Yes,malT- 777del
69000,B4,0.767,D37-9,No,Yes,Yes,malT- 777del
69301,B4,0.768,D37-9,No,Yes,Yes,malT- 777del
69600,B4,0.771,D37-9,No,Yes,Yes,malT- 777del
69901,B4,0.773,D37-9,No,Yes,Yes,malT- 777del
70200,B4,0.773,D37-9,No,Yes,Yes,malT- 777del
70500,B4,0.774,D37-9,No,Yes,Yes,malT- 777del
70800,B4,0.774,D37-9,No,Yes,Yes,malT- 777del
71100,B4,0.777,D37-9,No,Yes,Yes,malT- 777del
71401,B4,0.778,D37-9,No,Yes,Yes,malT- 777del
71700,B4,0.779,D37-9,No,Yes,Yes,malT- 777del
72001,B4,0.777,D37-9,No,Yes,Yes,malT- 777del
0,C4,0.113,D37-9,No,Yes,Yes,malT- 777del
300,C4,0.114,D37-9,No,Yes,Yes,malT- 777del
600,C4,0.114,D37-9,No,Yes,Yes,malT- 777del
900,C4,0.114,D37-9,No,Yes,Yes,malT- 777del
1201,C4,0.114,D37-9,No,Yes,Yes,malT- 777del
1500,C4,0.114,D37-9,No,Yes,Yes,malT- 777del
1801,C4,0.114,D37-9,No,Yes,Yes,malT- 777del
2100,C4,0.114,D37-9,No,Yes,Yes,malT- 777del
2401,C4,0.114,D37-9,No,Yes,Yes,malT- 777del
2700,C4,0.114,D37-9,No,Yes,Yes,malT- 777del
3000,C4,0.114,D37-9,No,Yes,Yes,malT- 777del
3300,C4,0.115,D37-9,No,Yes,Yes,malT- 777del
3600,C4,0.114,D37-9,No,Yes,Yes,malT- 777del
3901,C4,0.115,D37-9,No,Yes,Yes,malT- 777del
4200,C4,0.114,D37-9,No,Yes,Yes,malT- 777del
4501,C4,0.114,D37-9,No,Yes,Yes,malT- 777del
4800,C4,0.114,D37-9,No,Yes,Yes,malT- 777del
5101,C4,0.115,D37-9,No,Yes,Yes,malT- 777del
5400,C4,0.115,D37-9,No,Yes,Yes,malT- 777del
5700,C4,0.114,D37-9,No,Yes,Yes,malT- 777del
6000,C4,0.115,D37-9,No,Yes,Yes,malT- 777del
6300,C4,0.115,D37-9,No,Yes,Yes,malT- 777del
6601,C4,0.114,D37-9,No,Yes,Yes,malT- 777del
6900,C4,0.115,D37-9,No,Yes,Yes,malT- 777del
7201,C4,0.115,D37-9,No,Yes,Yes,malT- 777del
7500,C4,0.115,D37-9,No,Yes,Yes,malT- 777del
7801,C4,0.115,D37-9,No,Yes,Yes,malT- 777del
8100,C4,0.115,D37-9,No,Yes,Yes,malT- 777del
8400,C4,0.115,D37-9,No,Yes,Yes,malT- 777del
8700,C4,0.115,D37-9,No,Yes,Yes,malT- 777del
9000,C4,0.115,D37-9,No,Yes,Yes,malT- 777del
9301,C4,0.115,D37-9,No,Yes,Yes,malT- 777del
9600,C4,0.115,D37-9,No,Yes,Yes,malT- 777del
9901,C4,0.115,D37-9,No,Yes,Yes,malT- 777del
10200,C4,0.115,D37-9,No,Yes,Yes,malT- 777del
10501,C4,0.115,D37-9,No,Yes,Yes,malT- 777del
10800,C4,0.115,D37-9,No,Yes,Yes,malT- 777del
11100,C4,0.115,D37-9,No,Yes,Yes,malT- 777del
11400,C4,0.115,D37-9,No,Yes,Yes,malT- 777del
11700,C4,0.115,D37-9,No,Yes,Yes,malT- 777del
12001,C4,0.115,D37-9,No,Yes,Yes,malT- 777del
12300,C4,0.115,D37-9,No,Yes,Yes,malT- 777del
12601,C4,0.115,D37-9,No,Yes,Yes,malT- 777del
12900,C4,0.115,D37-9,No,Yes,Yes,malT- 777del
13201,C4,0.116,D37-9,No,Yes,Yes,malT- 777del
13500,C4,0.116,D37-9,No,Yes,Yes,malT- 777del
13800,C4,0.116,D37-9,No,Yes,Yes,malT- 777del
14100,C4,0.116,D37-9,No,Yes,Yes,malT- 777del
14400,C4,0.116,D37-9,No,Yes,Yes,malT- 777del
14701,C4,0.116,D37-9,No,Yes,Yes,malT- 777del
15000,C4,0.117,D37-9,No,Yes,Yes,malT- 777del
15301,C4,0.117,D37-9,No,Yes,Yes,malT- 777del
15600,C4,0.116,D37-9,No,Yes,Yes,malT- 777del
15901,C4,0.116,D37-9,No,Yes,Yes,malT- 777del
16200,C4,0.116,D37-9,No,Yes,Yes,malT- 777del
16500,C4,0.116,D37-9,No,Yes,Yes,malT- 777del
16800,C4,0.116,D37-9,No,Yes,Yes,malT- 777del
17100,C4,0.116,D37-9,No,Yes,Yes,malT- 777del
17401,C4,0.116,D37-9,No,Yes,Yes,malT- 777del
17700,C4,0.116,D37-9,No,Yes,Yes,malT- 777del
18001,C4,0.116,D37-9,No,Yes,Yes,malT- 777del
18300,C4,0.116,D37-9,No,Yes,Yes,malT- 777del
18601,C4,0.116,D37-9,No,Yes,Yes,malT- 777del
18900,C4,0.116,D37-9,No,Yes,Yes,malT- 777del
19200,C4,0.117,D37-9,No,Yes,Yes,malT- 777del
19500,C4,0.117,D37-9,No,Yes,Yes,malT- 777del
19800,C4,0.117,D37-9,No,Yes,Yes,malT- 777del
20101,C4,0.117,D37-9,No,Yes,Yes,malT- 777del
20400,C4,0.117,D37-9,No,Yes,Yes,malT- 777del
20701,C4,0.117,D37-9,No,Yes,Yes,malT- 777del
21000,C4,0.117,D37-9,No,Yes,Yes,malT- 777del
21301,C4,0.117,D37-9,No,Yes,Yes,malT- 777del
21600,C4,0.118,D37-9,No,Yes,Yes,malT- 777del
21900,C4,0.118,D37-9,No,Yes,Yes,malT- 777del
22200,C4,0.118,D37-9,No,Yes,Yes,malT- 777del
22500,C4,0.119,D37-9,No,Yes,Yes,malT- 777del
22801,C4,0.119,D37-9,No,Yes,Yes,malT- 777del
23100,C4,0.119,D37-9,No,Yes,Yes,malT- 777del
23401,C4,0.12,D37-9,No,Yes,Yes,malT- 777del
23700,C4,0.121,D37-9,No,Yes,Yes,malT- 777del
24001,C4,0.121,D37-9,No,Yes,Yes,malT- 777del
24300,C4,0.122,D37-9,No,Yes,Yes,malT- 777del
24600,C4,0.124,D37-9,No,Yes,Yes,malT- 777del
24900,C4,0.125,D37-9,No,Yes,Yes,malT- 777del
25200,C4,0.126,D37-9,No,Yes,Yes,malT- 777del
25501,C4,0.128,D37-9,No,Yes,Yes,malT- 777del
25800,C4,0.13,D37-9,No,Yes,Yes,malT- 777del
26101,C4,0.132,D37-9,No,Yes,Yes,malT- 777del
26400,C4,0.135,D37-9,No,Yes,Yes,malT- 777del
26701,C4,0.138,D37-9,No,Yes,Yes,malT- 777del
27000,C4,0.142,D37-9,No,Yes,Yes,malT- 777del
27300,C4,0.146,D37-9,No,Yes,Yes,malT- 777del
27600,C4,0.152,D37-9,No,Yes,Yes,malT- 777del
27900,C4,0.157,D37-9,No,Yes,Yes,malT- 777del
28201,C4,0.163,D37-9,No,Yes,Yes,malT- 777del
28500,C4,0.17,D37-9,No,Yes,Yes,malT- 777del
28801,C4,0.177,D37-9,No,Yes,Yes,malT- 777del
29100,C4,0.185,D37-9,No,Yes,Yes,malT- 777del
29401,C4,0.192,D37-9,No,Yes,Yes,malT- 777del
29700,C4,0.201,D37-9,No,Yes,Yes,malT- 777del
30000,C4,0.21,D37-9,No,Yes,Yes,malT- 777del
30300,C4,0.22,D37-9,No,Yes,Yes,malT- 777del
30600,C4,0.231,D37-9,No,Yes,Yes,malT- 777del
30901,C4,0.241,D37-9,No,Yes,Yes,malT- 777del
31200,C4,0.256,D37-9,No,Yes,Yes,malT- 777del
31501,C4,0.267,D37-9,No,Yes,Yes,malT- 777del
31800,C4,0.279,D37-9,No,Yes,Yes,malT- 777del
32101,C4,0.291,D37-9,No,Yes,Yes,malT- 777del
32400,C4,0.302,D37-9,No,Yes,Yes,malT- 777del
32700,C4,0.313,D37-9,No,Yes,Yes,malT- 777del
33000,C4,0.326,D37-9,No,Yes,Yes,malT- 777del
33300,C4,0.34,D37-9,No,Yes,Yes,malT- 777del
33601,C4,0.353,D37-9,No,Yes,Yes,malT- 777del
33900,C4,0.364,D37-9,No,Yes,Yes,malT- 777del
34201,C4,0.376,D37-9,No,Yes,Yes,malT- 777del
34500,C4,0.386,D37-9,No,Yes,Yes,malT- 777del
34801,C4,0.4,D37-9,No,Yes,Yes,malT- 777del
35100,C4,0.414,D37-9,No,Yes,Yes,malT- 777del
35400,C4,0.429,D37-9,No,Yes,Yes,malT- 777del
35700,C4,0.444,D37-9,No,Yes,Yes,malT- 777del
36000,C4,0.457,D37-9,No,Yes,Yes,malT- 777del
36301,C4,0.469,D37-9,No,Yes,Yes,malT- 777del
36600,C4,0.481,D37-9,No,Yes,Yes,malT- 777del
36901,C4,0.49,D37-9,No,Yes,Yes,malT- 777del
37200,C4,0.502,D37-9,No,Yes,Yes,malT- 777del
37501,C4,0.513,D37-9,No,Yes,Yes,malT- 777del
37800,C4,0.524,D37-9,No,Yes,Yes,malT- 777del
38100,C4,0.535,D37-9,No,Yes,Yes,malT- 777del
38400,C4,0.546,D37-9,No,Yes,Yes,malT- 777del
38700,C4,0.554,D37-9,No,Yes,Yes,malT- 777del
39001,C4,0.563,D37-9,No,Yes,Yes,malT- 777del
39300,C4,0.57,D37-9,No,Yes,Yes,malT- 777del
39601,C4,0.574,D37-9,No,Yes,Yes,malT- 777del
39900,C4,0.578,D37-9,No,Yes,Yes,malT- 777del
40201,C4,0.585,D37-9,No,Yes,Yes,malT- 777del
40500,C4,0.591,D37-9,No,Yes,Yes,malT- 777del
40800,C4,0.598,D37-9,No,Yes,Yes,malT- 777del
41100,C4,0.604,D37-9,No,Yes,Yes,malT- 777del
41400,C4,0.609,D37-9,No,Yes,Yes,malT- 777del
41701,C4,0.614,D37-9,No,Yes,Yes,malT- 777del
42000,C4,0.62,D37-9,No,Yes,Yes,malT- 777del
42301,C4,0.624,D37-9,No,Yes,Yes,malT- 777del
42600,C4,0.627,D37-9,No,Yes,Yes,malT- 777del
42901,C4,0.628,D37-9,No,Yes,Yes,malT- 777del
43200,C4,0.63,D37-9,No,Yes,Yes,malT- 777del
43500,C4,0.633,D37-9,No,Yes,Yes,malT- 777del
43800,C4,0.635,D37-9,No,Yes,Yes,malT- 777del
44100,C4,0.638,D37-9,No,Yes,Yes,malT- 777del
44401,C4,0.639,D37-9,No,Yes,Yes,malT- 777del
44700,C4,0.644,D37-9,No,Yes,Yes,malT- 777del
45001,C4,0.646,D37-9,No,Yes,Yes,malT- 777del
45300,C4,0.645,D37-9,No,Yes,Yes,malT- 777del
45601,C4,0.646,D37-9,No,Yes,Yes,malT- 777del
45900,C4,0.648,D37-9,No,Yes,Yes,malT- 777del
46200,C4,0.653,D37-9,No,Yes,Yes,malT- 777del
46500,C4,0.654,D37-9,No,Yes,Yes,malT- 777del
46800,C4,0.657,D37-9,No,Yes,Yes,malT- 777del
47101,C4,0.659,D37-9,No,Yes,Yes,malT- 777del
47400,C4,0.66,D37-9,No,Yes,Yes,malT- 777del
47701,C4,0.66,D37-9,No,Yes,Yes,malT- 777del
48000,C4,0.661,D37-9,No,Yes,Yes,malT- 777del
48301,C4,0.661,D37-9,No,Yes,Yes,malT- 777del
48600,C4,0.663,D37-9,No,Yes,Yes,malT- 777del
48900,C4,0.664,D37-9,No,Yes,Yes,malT- 777del
49200,C4,0.665,D37-9,No,Yes,Yes,malT- 777del
49500,C4,0.667,D37-9,No,Yes,Yes,malT- 777del
49801,C4,0.67,D37-9,No,Yes,Yes,malT- 777del
50100,C4,0.671,D37-9,No,Yes,Yes,malT- 777del
50401,C4,0.671,D37-9,No,Yes,Yes,malT- 777del
50700,C4,0.671,D37-9,No,Yes,Yes,malT- 777del
51001,C4,0.674,D37-9,No,Yes,Yes,malT- 777del
51300,C4,0.676,D37-9,No,Yes,Yes,malT- 777del
51600,C4,0.678,D37-9,No,Yes,Yes,malT- 777del
51900,C4,0.68,D37-9,No,Yes,Yes,malT- 777del
52200,C4,0.682,D37-9,No,Yes,Yes,malT- 777del
52501,C4,0.684,D37-9,No,Yes,Yes,malT- 777del
52800,C4,0.686,D37-9,No,Yes,Yes,malT- 777del
53101,C4,0.688,D37-9,No,Yes,Yes,malT- 777del
53400,C4,0.689,D37-9,No,Yes,Yes,malT- 777del
53701,C4,0.69,D37-9,No,Yes,Yes,malT- 777del
54000,C4,0.693,D37-9,No,Yes,Yes,malT- 777del
54300,C4,0.694,D37-9,No,Yes,Yes,malT- 777del
54600,C4,0.697,D37-9,No,Yes,Yes,malT- 777del
54900,C4,0.7,D37-9,No,Yes,Yes,malT- 777del
55201,C4,0.701,D37-9,No,Yes,Yes,malT- 777del
55500,C4,0.703,D37-9,No,Yes,Yes,malT- 777del
55801,C4,0.705,D37-9,No,Yes,Yes,malT- 777del
56100,C4,0.706,D37-9,No,Yes,Yes,malT- 777del
56401,C4,0.707,D37-9,No,Yes,Yes,malT- 777del
56700,C4,0.708,D37-9,No,Yes,Yes,malT- 777del
57000,C4,0.71,D37-9,No,Yes,Yes,malT- 777del
57300,C4,0.712,D37-9,No,Yes,Yes,malT- 777del
57600,C4,0.714,D37-9,No,Yes,Yes,malT- 777del
57901,C4,0.716,D37-9,No,Yes,Yes,malT- 777del
58200,C4,0.718,D37-9,No,Yes,Yes,malT- 777del
58501,C4,0.721,D37-9,No,Yes,Yes,malT- 777del
58800,C4,0.722,D37-9,No,Yes,Yes,malT- 777del
59101,C4,0.724,D37-9,No,Yes,Yes,malT- 777del
59400,C4,0.726,D37-9,No,Yes,Yes,malT- 777del
59700,C4,0.728,D37-9,No,Yes,Yes,malT- 777del
60000,C4,0.73,D37-9,No,Yes,Yes,malT- 777del
60300,C4,0.731,D37-9,No,Yes,Yes,malT- 777del
60601,C4,0.732,D37-9,No,Yes,Yes,malT- 777del
60900,C4,0.733,D37-9,No,Yes,Yes,malT- 777del
61201,C4,0.735,D37-9,No,Yes,Yes,malT- 777del
61500,C4,0.737,D37-9,No,Yes,Yes,malT- 777del
61801,C4,0.738,D37-9,No,Yes,Yes,malT- 777del
62100,C4,0.741,D37-9,No,Yes,Yes,malT- 777del
62400,C4,0.743,D37-9,No,Yes,Yes,malT- 777del
62700,C4,0.745,D37-9,No,Yes,Yes,malT- 777del
63000,C4,0.746,D37-9,No,Yes,Yes,malT- 777del
63301,C4,0.747,D37-9,No,Yes,Yes,malT- 777del
63600,C4,0.749,D37-9,No,Yes,Yes,malT- 777del
63901,C4,0.749,D37-9,No,Yes,Yes,malT- 777del
64200,C4,0.75,D37-9,No,Yes,Yes,malT- 777del
64501,C4,0.751,D37-9,No,Yes,Yes,malT- 777del
64800,C4,0.753,D37-9,No,Yes,Yes,malT- 777del
65100,C4,0.754,D37-9,No,Yes,Yes,malT- 777del
65400,C4,0.755,D37-9,No,Yes,Yes,malT- 777del
65700,C4,0.758,D37-9,No,Yes,Yes,malT- 777del
66001,C4,0.759,D37-9,No,Yes,Yes,malT- 777del
66300,C4,0.759,D37-9,No,Yes,Yes,malT- 777del
66601,C4,0.762,D37-9,No,Yes,Yes,malT- 777del
66900,C4,0.763,D37-9,No,Yes,Yes,malT- 777del
67201,C4,0.764,D37-9,No,Yes,Yes,malT- 777del
67500,C4,0.765,D37-9,No,Yes,Yes,malT- 777del
67800,C4,0.767,D37-9,No,Yes,Yes,malT- 777del
68100,C4,0.768,D37-9,No,Yes,Yes,malT- 777del
68400,C4,0.768,D37-9,No,Yes,Yes,malT- 777del
68701,C4,0.771,D37-9,No,Yes,Yes,malT- 777del
69000,C4,0.773,D37-9,No,Yes,Yes,malT- 777del
69301,C4,0.773,D37-9,No,Yes,Yes,malT- 777del
69600,C4,0.776,D37-9,No,Yes,Yes,malT- 777del
69901,C4,0.777,D37-9,No,Yes,Yes,malT- 777del
70200,C4,0.78,D37-9,No,Yes,Yes,malT- 777del
70500,C4,0.78,D37-9,No,Yes,Yes,malT- 777del
70800,C4,0.781,D37-9,No,Yes,Yes,malT- 777del
71100,C4,0.783,D37-9,No,Yes,Yes,malT- 777del
71401,C4,0.784,D37-9,No,Yes,Yes,malT- 777del
71700,C4,0.786,D37-9,No,Yes,Yes,malT- 777del
72001,C4,0.785,D37-9,No,Yes,Yes,malT- 777del
0,D4,0.109,D37-9,No,Yes,Yes,malT- 777del
300,D4,0.11,D37-9,No,Yes,Yes,malT- 777del
600,D4,0.11,D37-9,No,Yes,Yes,malT- 777del
900,D4,0.11,D37-9,No,Yes,Yes,malT- 777del
1201,D4,0.11,D37-9,No,Yes,Yes,malT- 777del
