Time,Well,OD600,Strain,Phage,malTmut,X777bpdel,Treatment
55801,E1,0.116,REL606,Yes,No,No,no mutations
56100,E1,0.116,REL606,Yes,No,No,no mutations
56401,E1,0.115,REL606,Yes,No,No,no mutations
56700,E1,0.115,REL606,Yes,No,No,no mutations
57000,E1,0.115,REL606,Yes,No,No,no mutations
57300,E1,0.115,REL606,Yes,No,No,no mutations
57600,E1,0.115,REL606,Yes,No,No,no mutations
57901,E1,0.115,REL606,Yes,No,No,no mutations
58200,E1,0.115,REL606,Yes,No,No,no mutations
58501,E1,0.115,REL606,Yes,No,No,no mutations
58800,E1,0.115,REL606,Yes,No,No,no mutations
59101,E1,0.115,REL606,Yes,No,No,no mutations
59400,E1,0.116,REL606,Yes,No,No,no mutations
59700,E1,0.115,REL606,Yes,No,No,no mutations
60000,E1,0.115,REL606,Yes,No,No,no mutations
60300,E1,0.116,REL606,Yes,No,No,no mutations
60601,E1,0.116,REL606,Yes,No,No,no mutations
60900,E1,0.117,REL606,Yes,No,No,no mutations
61201,E1,0.116,REL606,Yes,No,No,no mutations
61500,E1,0.115,REL606,Yes,No,No,no mutations
61801,E1,0.116,REL606,Yes,No,No,no mutations
62100,E1,0.116,REL606,Yes,No,No,no mutations
62400,E1,0.116,REL606,Yes,No,No,no mutations
62700,E1,0.116,REL606,Yes,No,No,no mutations
63000,E1,0.116,REL606,Yes,No,No,no mutations
63301,E1,0.116,REL606,Yes,No,No,no mutations
63600,E1,0.115,REL606,Yes,No,No,no mutations
63901,E1,0.115,REL606,Yes,No,No,no mutations
64200,E1,0.116,REL606,Yes,No,No,no mutations
64501,E1,0.116,REL606,Yes,No,No,no mutations
64800,E1,0.116,REL606,Yes,No,No,no mutations
65100,E1,0.116,REL606,Yes,No,No,no mutations
65400,E1,0.116,REL606,Yes,No,No,no mutations
65700,E1,0.116,REL606,Yes,No,No,no mutations
66001,E1,0.116,REL606,Yes,No,No,no mutations
66300,E1,0.115,REL606,Yes,No,No,no mutations
66601,E1,0.116,REL606,Yes,No,No,no mutations
66900,E1,0.116,REL606,Yes,No,No,no mutations
67201,E1,0.115,REL606,Yes,No,No,no mutations
67500,E1,0.116,REL606,Yes,No,No,no mutations
67800,E1,0.116,REL606,Yes,No,No,no mutations
68100,E1,0.115,REL606,Yes,No,No,no mutations
68400,E1,0.115,REL606,Yes,No,No,no mutations
68701,E1,0.115,REL606,Yes,No,No,no mutations
69000,E1,0.116,REL606,Yes,No,No,no mutations
69301,E1,0.116,REL606,Yes,No,No,no mutations
69600,E1,0.115,REL606,Yes,No,No,no mutations
69901,E1,0.116,REL606,Yes,No,No,no mutations
70200,E1,0.116,REL606,Yes,No,No,no mutations
70500,E1,0.116,REL606,Yes,No,No,no mutations
70800,E1,0.115,REL606,Yes,No,No,no mutations
71100,E1,0.115,REL606,Yes,No,No,no mutations
71401,E1,0.116,REL606,Yes,No,No,no mutations
71700,E1,0.116,REL606,Yes,No,No,no mutations
72001,E1,0.116,REL606,Yes,No,No,no mutations
0,F1,0.111,REL606,Yes,No,No,no mutations
300,F1,0.111,REL606,Yes,No,No,no mutations
600,F1,0.111,REL606,Yes,No,No,no mutations
900,F1,0.111,REL606,Yes,No,No,no mutations
1201,F1,0.111,REL606,Yes,No,No,no mutations
1500,F1,0.111,REL606,Yes,No,No,no mutations
1801,F1,0.111,REL606,Yes,No,No,no mutations
2100,F1,0.112,REL606,Yes,No,No,no mutations
2401,F1,0.112,REL606,Yes,No,No,no mutations
2700,F1,0.112,REL606,Yes,No,No,no mutations
3000,F1,0.112,REL606,Yes,No,No,no mutations
3300,F1,0.112,REL606,Yes,No,No,no mutations
3600,F1,0.112,REL606,Yes,No,No,no mutations
3901,F1,0.112,REL606,Yes,No,No,no mutations
4200,F1,0.112,REL606,Yes,No,No,no mutations
4501,F1,0.112,REL606,Yes,No,No,no mutations
4800,F1,0.112,REL606,Yes,No,No,no mutations
5101,F1,0.112,REL606,Yes,No,No,no mutations
5400,F1,0.112,REL606,Yes,No,No,no mutations
5700,F1,0.112,REL606,Yes,No,No,no mutations
6000,F1,0.112,REL606,Yes,No,No,no mutations
6300,F1,0.112,REL606,Yes,No,No,no mutations
6601,F1,0.112,REL606,Yes,No,No,no mutations
6900,F1,0.112,REL606,Yes,No,No,no mutations
7201,F1,0.112,REL606,Yes,No,No,no mutations
7500,F1,0.112,REL606,Yes,No,No,no mutations
7801,F1,0.112,REL606,Yes,No,No,no mutations
8100,F1,0.112,REL606,Yes,No,No,no mutations
8400,F1,0.113,REL606,Yes,No,No,no mutations
8700,F1,0.113,REL606,Yes,No,No,no mutations
9000,F1,0.113,REL606,Yes,No,No,no mutations
9301,F1,0.112,REL606,Yes,No,No,no mutations
9600,F1,0.113,REL606,Yes,No,No,no mutations
9901,F1,0.113,REL606,Yes,No,No,no mutations
10200,F1,0.113,REL606,Yes,No,No,no mutations
10501,F1,0.113,REL606,Yes,No,No,no mutations
10800,F1,0.113,REL606,Yes,No,No,no mutations
11100,F1,0.113,REL606,Yes,No,No,no mutations
11400,F1,0.113,REL606,Yes,No,No,no mutations
11700,F1,0.113,REL606,Yes,No,No,no mutations
12001,F1,0.113,REL606,Yes,No,No,no mutations
12300,F1,0.113,REL606,Yes,No,No,no mutations
12601,F1,0.113,REL606,Yes,No,No,no mutations
12900,F1,0.113,REL606,Yes,No,No,no mutations
13201,F1,0.113,REL606,Yes,No,No,no mutations
13500,F1,0.113,REL606,Yes,No,No,no mutations
13800,F1,0.113,REL606,Yes,No,No,no mutations
14100,F1,0.113,REL606,Yes,No,No,no mutations
14400,F1,0.114,REL606,Yes,No,No,no mutations
14701,F1,0.114,REL606,Yes,No,No,no mutations
15000,F1,0.114,REL606,Yes,No,No,no mutations
15301,F1,0.113,REL606,Yes,No,No,no mutations
15600,F1,0.114,REL606,Yes,No,No,no mutations
15901,F1,0.114,REL606,Yes,No,No,no mutations
16200,F1,0.114,REL606,Yes,No,No,no mutations
16500,F1,0.114,REL606,Yes,No,No,no mutations
16800,F1,0.113,REL606,Yes,No,No,no mutations
17100,F1,0.113,REL606,Yes,No,No,no mutations
17401,F1,0.114,REL606,Yes,No,No,no mutations
17700,F1,0.114,REL606,Yes,No,No,no mutations
18001,F1,0.114,REL606,Yes,No,No,no mutations
18300,F1,0.114,REL606,Yes,No,No,no mutations
18601,F1,0.114,REL606,Yes,No,No,no mutations
18900,F1,0.114,REL606,Yes,No,No,no mutations
19200,F1,0.114,REL606,Yes,No,No,no mutations
19500,F1,0.114,REL606,Yes,No,No,no mutations
19800,F1,0.114,REL606,Yes,No,No,no mutations
20101,F1,0.114,REL606,Yes,No,No,no mutations
20400,F1,0.115,REL606,Yes,No,No,no mutations
20701,F1,0.114,REL606,Yes,No,No,no mutations
21000,F1,0.114,REL606,Yes,No,No,no mutations
21301,F1,0.114,REL606,Yes,No,No,no mutations
21600,F1,0.114,REL606,Yes,No,No,no mutations
21900,F1,0.114,REL606,Yes,No,No,no mutations
22200,F1,0.115,REL606,Yes,No,No,no mutations
22500,F1,0.114,REL606,Yes,No,No,no mutations
22801,F1,0.114,REL606,Yes,No,No,no mutations
23100,F1,0.114,REL606,Yes,No,No,no mutations
23401,F1,0.114,REL606,Yes,No,No,no mutations
23700,F1,0.115,REL606,Yes,No,No,no mutations
24001,F1,0.115,REL606,Yes,No,No,no mutations
24300,F1,0.114,REL606,Yes,No,No,no mutations
24600,F1,0.114,REL606,Yes,No,No,no mutations
24900,F1,0.114,REL606,Yes,No,No,no mutations
25200,F1,0.114,REL606,Yes,No,No,no mutations
25501,F1,0.115,REL606,Yes,No,No,no mutations
25800,F1,0.114,REL606,Yes,No,No,no mutations
26101,F1,0.114,REL606,Yes,No,No,no mutations
26400,F1,0.114,REL606,Yes,No,No,no mutations
26701,F1,0.114,REL606,Yes,No,No,no mutations
27000,F1,0.114,REL606,Yes,No,No,no mutations
27300,F1,0.115,REL606,Yes,No,No,no mutations
27600,F1,0.115,REL606,Yes,No,No,no mutations
27900,F1,0.114,REL606,Yes,No,No,no mutations
28201,F1,0.115,REL606,Yes,No,No,no mutations
28500,F1,0.115,REL606,Yes,No,No,no mutations
28801,F1,0.115,REL606,Yes,No,No,no mutations
29100,F1,0.115,REL606,Yes,No,No,no mutations
29401,F1,0.115,REL606,Yes,No,No,no mutations
29700,F1,0.115,REL606,Yes,No,No,no mutations
30000,F1,0.115,REL606,Yes,No,No,no mutations
30300,F1,0.115,REL606,Yes,No,No,no mutations
30600,F1,0.115,REL606,Yes,No,No,no mutations
30901,F1,0.115,REL606,Yes,No,No,no mutations
31200,F1,0.115,REL606,Yes,No,No,no mutations
31501,F1,0.115,REL606,Yes,No,No,no mutations
31800,F1,0.115,REL606,Yes,No,No,no mutations
32101,F1,0.115,REL606,Yes,No,No,no mutations
32400,F1,0.115,REL606,Yes,No,No,no mutations
32700,F1,0.116,REL606,Yes,No,No,no mutations
33000,F1,0.115,REL606,Yes,No,No,no mutations
33300,F1,0.115,REL606,Yes,No,No,no mutations
33601,F1,0.115,REL606,Yes,No,No,no mutations
33900,F1,0.116,REL606,Yes,No,No,no mutations
34201,F1,0.115,REL606,Yes,No,No,no mutations
34500,F1,0.115,REL606,Yes,No,No,no mutations
34801,F1,0.116,REL606,Yes,No,No,no mutations
35100,F1,0.115,REL606,Yes,No,No,no mutations
35400,F1,0.116,REL606,Yes,No,No,no mutations
35700,F1,0.116,REL606,Yes,No,No,no mutations
36000,F1,0.116,REL606,Yes,No,No,no mutations
36301,F1,0.116,REL606,Yes,No,No,no mutations
36600,F1,0.116,REL606,Yes,No,No,no mutations
36901,F1,0.116,REL606,Yes,No,No,no mutations
37200,F1,0.117,REL606,Yes,No,No,no mutations
37501,F1,0.116,REL606,Yes,No,No,no mutations
37800,F1,0.116,REL606,Yes,No,No,no mutations
38100,F1,0.116,REL606,Yes,No,No,no mutations
38400,F1,0.116,REL606,Yes,No,No,no mutations
38700,F1,0.116,REL606,Yes,No,No,no mutations
39001,F1,0.116,REL606,Yes,No,No,no mutations
39300,F1,0.117,REL606,Yes,No,No,no mutations
39601,F1,0.116,REL606,Yes,No,No,no mutations
39900,F1,0.116,REL606,Yes,No,No,no mutations
40201,F1,0.116,REL606,Yes,No,No,no mutations
40500,F1,0.116,REL606,Yes,No,No,no mutations
40800,F1,0.115,REL606,Yes,No,No,no mutations
41100,F1,0.116,REL606,Yes,No,No,no mutations
41400,F1,0.116,REL606,Yes,No,No,no mutations
41701,F1,0.116,REL606,Yes,No,No,no mutations
42000,F1,0.116,REL606,Yes,No,No,no mutations
42301,F1,0.116,REL606,Yes,No,No,no mutations
42600,F1,0.117,REL606,Yes,No,No,no mutations
42901,F1,0.117,REL606,Yes,No,No,no mutations
43200,F1,0.116,REL606,Yes,No,No,no mutations
43500,F1,0.116,REL606,Yes,No,No,no mutations
43800,F1,0.116,REL606,Yes,No,No,no mutations
44100,F1,0.116,REL606,Yes,No,No,no mutations
44401,F1,0.116,REL606,Yes,No,No,no mutations
44700,F1,0.117,REL606,Yes,No,No,no mutations
45001,F1,0.117,REL606,Yes,No,No,no mutations
45300,F1,0.117,REL606,Yes,No,No,no mutations
45601,F1,0.117,REL606,Yes,No,No,no mutations
45900,F1,0.117,REL606,Yes,No,No,no mutations
46200,F1,0.117,REL606,Yes,No,No,no mutations
46500,F1,0.117,REL606,Yes,No,No,no mutations
46800,F1,0.117,REL606,Yes,No,No,no mutations
47101,F1,0.117,REL606,Yes,No,No,no mutations
47400,F1,0.117,REL606,Yes,No,No,no mutations
47701,F1,0.117,REL606,Yes,No,No,no mutations
48000,F1,0.116,REL606,Yes,No,No,no mutations
48301,F1,0.116,REL606,Yes,No,No,no mutations
48600,F1,0.117,REL606,Yes,No,No,no mutations
48900,F1,0.117,REL606,Yes,No,No,no mutations
49200,F1,0.117,REL606,Yes,No,No,no mutations
49500,F1,0.117,REL606,Yes,No,No,no mutations
49801,F1,0.117,REL606,Yes,No,No,no mutations
50100,F1,0.117,REL606,Yes,No,No,no mutations
50401,F1,0.117,REL606,Yes,No,No,no mutations
50700,F1,0.117,REL606,Yes,No,No,no mutations
51001,F1,0.117,REL606,Yes,No,No,no mutations
51300,F1,0.117,REL606,Yes,No,No,no mutations
51600,F1,0.117,REL606,Yes,No,No,no mutations
51900,F1,0.117,REL606,Yes,No,No,no mutations
52200,F1,0.117,REL606,Yes,No,No,no mutations
52501,F1,0.117,REL606,Yes,No,No,no mutations
52800,F1,0.117,REL606,Yes,No,No,no mutations
53101,F1,0.117,REL606,Yes,No,No,no mutations
53400,F1,0.117,REL606,Yes,No,No,no mutations
53701,F1,0.117,REL606,Yes,No,No,no mutations
54000,F1,0.117,REL606,Yes,No,No,no mutations
54300,F1,0.117,REL606,Yes,No,No,no mutations
54600,F1,0.117,REL606,Yes,No,No,no mutations
54900,F1,0.117,REL606,Yes,No,No,no mutations
55201,F1,0.117,REL606,Yes,No,No,no mutations
55500,F1,0.117,REL606,Yes,No,No,no mutations
55801,F1,0.117,REL606,Yes,No,No,no mutations
56100,F1,0.117,REL606,Yes,No,No,no mutations
56401,F1,0.117,REL606,Yes,No,No,no mutations
56700,F1,0.117,REL606,Yes,No,No,no mutations
57000,F1,0.117,REL606,Yes,No,No,no mutations
57300,F1,0.117,REL606,Yes,No,No,no mutations
57600,F1,0.117,REL606,Yes,No,No,no mutations
57901,F1,0.117,REL606,Yes,No,No,no mutations
58200,F1,0.117,REL606,Yes,No,No,no mutations
58501,F1,0.117,REL606,Yes,No,No,no mutations
58800,F1,0.117,REL606,Yes,No,No,no mutations
59101,F1,0.117,REL606,Yes,No,No,no mutations
59400,F1,0.117,REL606,Yes,No,No,no mutations
59700,F1,0.117,REL606,Yes,No,No,no mutations
60000,F1,0.117,REL606,Yes,No,No,no mutations
60300,F1,0.117,REL606,Yes,No,No,no mutations
60601,F1,0.117,REL606,Yes,No,No,no mutations
60900,F1,0.117,REL606,Yes,No,No,no mutations
61201,F1,0.117,REL606,Yes,No,No,no mutations
61500,F1,0.117,REL606,Yes,No,No,no mutations
61801,F1,0.117,REL606,Yes,No,No,no mutations
62100,F1,0.118,REL606,Yes,No,No,no mutations
62400,F1,0.118,REL606,Yes,No,No,no mutations
62700,F1,0.118,REL606,Yes,No,No,no mutations
63000,F1,0.118,REL606,Yes,No,No,no mutations
63301,F1,0.118,REL606,Yes,No,No,no mutations
63600,F1,0.118,REL606,Yes,No,No,no mutations
63901,F1,0.118,REL606,Yes,No,No,no mutations
64200,F1,0.118,REL606,Yes,No,No,no mutations
64501,F1,0.117,REL606,Yes,No,No,no mutations
64800,F1,0.117,REL606,Yes,No,No,no mutations
65100,F1,0.117,REL606,Yes,No,No,no mutations
65400,F1,0.117,REL606,Yes,No,No,no mutations
65700,F1,0.117,REL606,Yes,No,No,no mutations
66001,F1,0.117,REL606,Yes,No,No,no mutations
66300,F1,0.117,REL606,Yes,No,No,no mutations
66601,F1,0.117,REL606,Yes,No,No,no mutations
66900,F1,0.118,REL606,Yes,No,No,no mutations
67201,F1,0.118,REL606,Yes,No,No,no mutations
67500,F1,0.118,REL606,Yes,No,No,no mutations
67800,F1,0.118,REL606,Yes,No,No,no mutations
68100,F1,0.118,REL606,Yes,No,No,no mutations
68400,F1,0.118,REL606,Yes,No,No,no mutations
68701,F1,0.118,REL606,Yes,No,No,no mutations
69000,F1,0.118,REL606,Yes,No,No,no mutations
69301,F1,0.118,REL606,Yes,No,No,no mutations
69600,F1,0.118,REL606,Yes,No,No,no mutations
69901,F1,0.118,REL606,Yes,No,No,no mutations
70200,F1,0.118,REL606,Yes,No,No,no mutations
70500,F1,0.118,REL606,Yes,No,No,no mutations
70800,F1,0.118,REL606,Yes,No,No,no mutations
71100,F1,0.118,REL606,Yes,No,No,no mutations
71401,F1,0.118,REL606,Yes,No,No,no mutations
71700,F1,0.119,REL606,Yes,No,No,no mutations
72001,F1,0.118,REL606,Yes,No,No,no mutations
0,G1,0.11,REL606,Yes,No,No,no mutations
300,G1,0.111,REL606,Yes,No,No,no mutations
600,G1,0.11,REL606,Yes,No,No,no mutations
900,G1,0.111,REL606,Yes,No,No,no mutations
1201,G1,0.111,REL606,Yes,No,No,no mutations
1500,G1,0.111,REL606,Yes,No,No,no mutations
1801,G1,0.111,REL606,Yes,No,No,no mutations
2100,G1,0.111,REL606,Yes,No,No,no mutations
2401,G1,0.111,REL606,Yes,No,No,no mutations
2700,G1,0.111,REL606,Yes,No,No,no mutations
3000,G1,0.111,REL606,Yes,No,No,no mutations
3300,G1,0.111,REL606,Yes,No,No,no mutations
3600,G1,0.111,REL606,Yes,No,No,no mutations
3901,G1,0.111,REL606,Yes,No,No,no mutations
4200,G1,0.111,REL606,Yes,No,No,no mutations
4501,G1,0.111,REL606,Yes,No,No,no mutations
4800,G1,0.112,REL606,Yes,No,No,no mutations
5101,G1,0.112,REL606,Yes,No,No,no mutations
5400,G1,0.112,REL606,Yes,No,No,no mutations
5700,G1,0.112,REL606,Yes,No,No,no mutations
6000,G1,0.112,REL606,Yes,No,No,no mutations
6300,G1,0.112,REL606,Yes,No,No,no mutations
6601,G1,0.112,REL606,Yes,No,No,no mutations
6900,G1,0.112,REL606,Yes,No,No,no mutations
7201,G1,0.112,REL606,Yes,No,No,no mutations
7500,G1,0.112,REL606,Yes,No,No,no mutations
7801,G1,0.112,REL606,Yes,No,No,no mutations
8100,G1,0.112,REL606,Yes,No,No,no mutations
8400,G1,0.112,REL606,Yes,No,No,no mutations
8700,G1,0.112,REL606,Yes,No,No,no mutations
9000,G1,0.112,REL606,Yes,No,No,no mutations
9301,G1,0.112,REL606,Yes,No,No,no mutations
9600,G1,0.112,REL606,Yes,No,No,no mutations
9901,G1,0.112,REL606,Yes,No,No,no mutations
10200,G1,0.112,REL606,Yes,No,No,no mutations
10501,G1,0.113,REL606,Yes,No,No,no mutations
10800,G1,0.113,REL606,Yes,No,No,no mutations
11100,G1,0.113,REL606,Yes,No,No,no mutations
11400,G1,0.112,REL606,Yes,No,No,no mutations
11700,G1,0.112,REL606,Yes,No,No,no mutations
12001,G1,0.113,REL606,Yes,No,No,no mutations
12300,G1,0.112,REL606,Yes,No,No,no mutations
12601,G1,0.112,REL606,Yes,No,No,no mutations
12900,G1,0.113,REL606,Yes,No,No,no mutations
13201,G1,0.113,REL606,Yes,No,No,no mutations
13500,G1,0.112,REL606,Yes,No,No,no mutations
13800,G1,0.113,REL606,Yes,No,No,no mutations
14100,G1,0.113,REL606,Yes,No,No,no mutations
14400,G1,0.113,REL606,Yes,No,No,no mutations
14701,G1,0.113,REL606,Yes,No,No,no mutations
15000,G1,0.113,REL606,Yes,No,No,no mutations
15301,G1,0.113,REL606,Yes,No,No,no mutations
15600,G1,0.113,REL606,Yes,No,No,no mutations
15901,G1,0.113,REL606,Yes,No,No,no mutations
